latitude_decimal_degree,longitude_decimal_degree,ellipsoidal_height_m,decimal_hour,day_of_year,year,rcvr_clk_ns
13.021171025000005,77.5703823361111,843.6842,0.00000,2,2021,-64.234
13.02117103888889,77.57038231388889,843.6896,0.00833,2,2021,-64.117
13.02117103888889,77.57038225555556,843.6967,0.01667,2,2021,-63.180
13.021171036111113,77.57038227777775,843.6981,0.02500,2,2021,-63.511
13.021171069444446,77.57038223055555,843.6976,0.03333,2,2021,-63.361
13.021171047222223,77.57038224999998,843.6871,0.04167,2,2021,-63.373
13.021171055555556,77.57038223333333,843.6918,0.05000,2,2021,-63.670
13.02117106666667,77.57038227499999,843.6961,0.05833,2,2021,-63.515
13.021171044444445,77.57038226944442,843.6888,0.06667,2,2021,-63.493
13.021171016666665,77.57038226666667,843.674,0.07500,2,2021,-63.446
13.021171036111113,77.57038223888888,843.6712,0.08333,2,2021,-65.211
13.021171061111113,77.57038223333333,843.6798,0.09167,2,2021,-62.749
13.021171061111113,77.57038226944442,843.6764,0.10000,2,2021,-64.133
13.021171033333337,77.57038223333333,843.6846,0.10833,2,2021,-64.107
13.021171050000003,77.57038224166666,843.6987,0.11667,2,2021,-64.640
13.021171061111113,77.57038220277776,843.6771,0.12500,2,2021,-64.234
13.02117103888889,77.5703822722222,843.6732,0.13333,2,2021,-64.548
13.02117100277778,77.57038226666667,843.685,0.14167,2,2021,-64.456
13.02117102777778,77.57038228333332,843.6707,0.15000,2,2021,-64.559
13.021171050000003,77.57038228055553,843.6696,0.15833,2,2021,-64.867
13.021171041666669,77.57038220555553,843.671,0.16667,2,2021,-63.987
13.021171022222223,77.57038221944443,843.6797,0.17500,2,2021,-64.116
13.021171058333337,77.57038218055555,843.6877,0.18333,2,2021,-64.019
13.021171061111113,77.5703821861111,843.691,0.19167,2,2021,-64.180
13.021171055555556,77.57038221944443,843.6912,0.20000,2,2021,-64.836
13.021171030555557,77.57038213055556,843.6943,0.20833,2,2021,-63.897
13.021171019444447,77.57038217499999,843.6886,0.21667,2,2021,-64.547
13.021171047222223,77.57038218333334,843.6893,0.22500,2,2021,-64.794
13.021171041666669,77.57038220277776,843.6839,0.23333,2,2021,-64.034
13.021171047222223,77.57038219444442,843.6822,0.24167,2,2021,-64.666
13.021171019444447,77.57038220555553,843.6875,0.25000,2,2021,-63.629
13.021171022222223,77.570382225,843.6805,0.25833,2,2021,-65.228
13.02117100277778,77.57038219999998,843.6885,0.26667,2,2021,-64.288
13.02117100277778,77.5703821861111,843.6796,0.27500,2,2021,-64.986
13.021171013888889,77.57038220277776,843.674,0.28333,2,2021,-64.547
13.021171052777781,77.57038218055555,843.6826,0.29167,2,2021,-65.562
13.02117106666667,77.57038217777777,843.6741,0.30000,2,2021,-65.344
13.021171047222223,77.57038223055555,843.6676,0.30833,2,2021,-64.825
13.02117103888889,77.57038222222222,843.678,0.31667,2,2021,-65.440
13.021171086111114,77.57038217499999,843.6811,0.32500,2,2021,-64.891
13.021171058333337,77.57038211388887,843.6854,0.33333,2,2021,-65.832
13.021171041666669,77.57038213888887,843.686,0.34167,2,2021,-66.009
13.021171025000005,77.57038209722222,843.6818,0.35000,2,2021,-65.512
13.021171052777781,77.57038212500001,843.6861,0.35833,2,2021,-65.551
13.021171072222222,77.57038216944444,843.7063,0.36667,2,2021,-65.962
13.021171086111114,77.57038217777777,843.7162,0.37500,2,2021,-65.715
13.021171061111113,77.57038216944444,843.7053,0.38333,2,2021,-65.393
13.02117106388889,77.57038210555555,843.7058,0.39167,2,2021,-65.646
13.021171047222223,77.57038213333333,843.7012,0.40000,2,2021,-66.270
13.021171011111113,77.57038216666666,843.6999,0.40833,2,2021,-66.397
13.02117102777778,77.57038217222222,843.7037,0.41667,2,2021,-66.317
13.02117103888889,77.57038219166667,843.7016,0.42500,2,2021,-67.111
13.021171047222223,77.57038219999998,843.7003,0.43333,2,2021,-67.433
13.021171016666665,77.57038217777777,843.6946,0.44167,2,2021,-66.138
13.021171025000005,77.57038215555555,843.6977,0.45000,2,2021,-65.939
13.021171025000005,77.57038215277775,843.7082,0.45833,2,2021,-66.401
13.02117100277778,77.57038214166666,843.7084,0.46667,2,2021,-66.309
13.021171000000002,77.57038219166667,843.7182,0.47500,2,2021,-67.283
13.021171011111113,77.57038211111109,843.7161,0.48333,2,2021,-65.087
13.021171030555557,77.57038220277776,843.7075,0.49167,2,2021,-67.336
13.021171013888889,77.57038215277775,843.6934,0.50000,2,2021,-66.206
13.021171013888889,77.5703821861111,843.6753,0.50833,2,2021,-67.708
13.021170997222224,77.57038223333333,843.6752,0.51667,2,2021,-67.366
13.021171013888889,77.57038220555553,843.6746,0.52500,2,2021,-67.150
13.02117103888889,77.57038217499999,843.6695,0.53333,2,2021,-66.682
13.021171055555556,77.57038213333333,843.6833,0.54167,2,2021,-67.379
13.021171050000003,77.57038214166666,843.6945,0.55000,2,2021,-66.206
13.021171013888889,77.5703821472222,843.6942,0.55833,2,2021,-67.349
13.021171005555557,77.57038212222223,843.6968,0.56667,2,2021,-66.777
13.021171033333337,77.57038216944444,843.6947,0.57500,2,2021,-66.899
13.02117100277778,77.57038216666666,843.6861,0.58333,2,2021,-67.792
13.02117102777778,77.57038211666666,843.6971,0.59167,2,2021,-68.998
13.021171013888889,77.57038215555555,843.6948,0.60000,2,2021,-67.791
13.021171019444447,77.57038218333334,843.6973,0.60833,2,2021,-68.476
13.021170997222224,77.57038218888889,843.6979,0.61667,2,2021,-66.515
13.021171016666665,77.57038217222222,843.6972,0.62500,2,2021,-66.967
