latitude_decimal_degree,longitude_decimal_degree,ellipsoidal_height_m,decimal_hour,day_of_year,year,rcvr_clk_ns
60.75050992222221,-135.22211559722223,1427.4448,12.35833,2,2021,-51507.155
60.75050992222221,-135.22211559722223,1427.4448,12.36667,2,2021,-51507.545
60.75050992222221,-135.22211559722223,1427.4448,12.37500,2,2021,-51507.994
60.75050992222221,-135.22211559722223,1427.4448,12.38333,2,2021,-51508.458
60.75050992222221,-135.22211559722223,1427.4448,12.39167,2,2021,-51508.927
60.75050992222221,-135.22211559722223,1427.4448,12.40000,2,2021,-51509.308
60.75050992222221,-135.22211559722223,1427.4448,12.40833,2,2021,-51509.711
60.75050992222221,-135.22211559722223,1427.4448,12.41667,2,2021,-51510.115
60.75050992222221,-135.22211559722223,1427.4448,12.42500,2,2021,-51510.536
60.75050992222221,-135.22211559722223,1427.4448,12.43333,2,2021,-51510.989
60.75050992222221,-135.22211559722223,1427.4448,12.44167,2,2021,-51511.521
60.75050992222221,-135.22211559722223,1427.4448,12.45000,2,2021,-51512.132
60.75050992222221,-135.22211559722223,1427.4448,12.45833,2,2021,-51512.688
60.75050992222221,-135.22211559722223,1427.4449,12.46667,2,2021,-51513.264
60.75050992222221,-135.22211559722223,1427.4449,12.47500,2,2021,-51513.730
60.75050992222221,-135.22211559722223,1427.4449,12.48333,2,2021,-51514.108
60.75050992222221,-135.22211559722223,1427.4449,12.49167,2,2021,-51514.573
60.75050992222221,-135.22211559722223,1427.4449,12.50000,2,2021,-51514.950
60.75050992222221,-135.22211559722223,1427.4449,12.50833,2,2021,-51515.267
60.75050992222221,-135.22211559722223,1427.4449,12.51667,2,2021,-51515.704
60.75050992222221,-135.22211559722223,1427.4449,12.52500,2,2021,-51516.194
60.75050992222221,-135.22211559722223,1427.4449,12.53333,2,2021,-51516.745
60.75050992222221,-135.22211559722223,1427.4449,12.54167,2,2021,-51517.341
60.75050992222221,-135.22211559722223,1427.4449,12.55000,2,2021,-51517.925
60.75050992222221,-135.22211559722223,1427.4449,12.55833,2,2021,-51518.404
60.75050992222221,-135.22211559722223,1427.4449,12.56667,2,2021,-51518.699
60.75050992222221,-135.22211559722223,1427.4449,12.57500,2,2021,-51519.014
60.75050992222221,-135.22211559722223,1427.4449,12.58333,2,2021,-51519.449
60.75050992222221,-135.22211559722223,1427.4449,12.59167,2,2021,-51519.788
60.75050992222221,-135.22211559722223,1427.4449,12.60000,2,2021,-51520.043
60.75050992222221,-135.22211559722223,1427.4449,12.60833,2,2021,-51520.204
60.75050992222221,-135.22211559722223,1427.4449,12.61667,2,2021,-51520.416
60.75050992222221,-135.22211559722223,1427.4449,12.62500,2,2021,-51520.610
60.75050992222221,-135.22211559722223,1427.4449,12.63333,2,2021,-51520.822
60.75050992222221,-135.2221156,1427.4449,12.64167,2,2021,-51521.121
60.75050992222221,-135.2221156,1427.4449,12.65000,2,2021,-51521.487
60.75050992222221,-135.2221156,1427.4449,12.65833,2,2021,-51521.922
60.75050992222221,-135.2221156,1427.4449,12.66667,2,2021,-51522.355
60.75050992499999,-135.2221156,1427.4449,12.67500,2,2021,-51522.606
60.75050992499999,-135.2221156,1427.4449,12.68333,2,2021,-51522.902
60.75050992499999,-135.2221156,1427.4449,12.69167,2,2021,-51523.042
60.75050992499999,-135.2221156,1427.4449,12.70000,2,2021,-51523.065
60.75050992499999,-135.2221156,1427.445,12.70833,2,2021,-51523.209
60.75050992499999,-135.2221156,1427.445,12.71667,2,2021,-51523.262
60.75050992499999,-135.2221156,1427.445,12.72500,2,2021,-51523.234
60.75050992499999,-135.2221156,1427.445,12.73333,2,2021,-51523.426
60.75050992499999,-135.2221156,1427.445,12.74167,2,2021,-51523.524
60.75050992499999,-135.2221156,1427.445,12.75000,2,2021,-51523.625
60.75050992499999,-135.2221156,1427.445,12.75833,2,2021,-51523.852
60.75050992499999,-135.2221156,1427.445,12.76667,2,2021,-51524.079
60.75050992499999,-135.2221156,1427.445,12.77500,2,2021,-51524.297
