latitude_decimal_degree,longitude_decimal_degree,ellipsoidal_height_m,decimal_hour,day_of_year,year,rcvr_clk_ns
13.021171025000005,77.57038230277777,843.6211,0.00000,2,2021,-64.137
13.021171041666669,77.57038228055553,843.6266,0.00833,2,2021,-64.021
13.021171041666669,77.57038222222222,843.6337,0.01667,2,2021,-63.083
13.02117103888889,77.5703822472222,843.6351,0.02500,2,2021,-63.414
13.021171075000003,77.57038219999998,843.6346,0.03333,2,2021,-63.265
13.021171052777781,77.57038222222222,843.6241,0.04167,2,2021,-63.276
13.021171061111113,77.57038220277776,843.6288,0.05000,2,2021,-63.573
13.021171075000003,77.57038224444445,843.6331,0.05833,2,2021,-63.418
13.021171052777781,77.57038223888888,843.6257,0.06667,2,2021,-63.396
13.021171025000005,77.57038223888888,843.6109,0.07500,2,2021,-63.349
13.021171044444445,77.5703822111111,843.608,0.08333,2,2021,-65.114
13.021171069444446,77.57038220833331,843.6166,0.09167,2,2021,-62.653
13.021171069444446,77.57038224444445,843.6132,0.10000,2,2021,-64.036
13.021171044444445,77.57038220833331,843.6214,0.10833,2,2021,-64.010
13.021171061111113,77.57038221666664,843.6354,0.11667,2,2021,-64.544
13.021171072222222,77.57038218055555,843.6137,0.12500,2,2021,-64.137
13.021171052777781,77.57038224999998,843.6097,0.13333,2,2021,-64.451
13.021171016666665,77.57038224444445,843.6215,0.14167,2,2021,-64.360
13.021171041666669,77.5703822611111,843.6071,0.15000,2,2021,-64.463
13.02117106388889,77.5703822611111,843.6059,0.15833,2,2021,-64.770
13.021171055555556,77.57038218333334,843.6072,0.16667,2,2021,-63.891
13.021171036111113,77.57038219999998,843.6158,0.17500,2,2021,-64.020
13.021171075000003,77.57038216111111,843.6237,0.18333,2,2021,-63.923
13.02117107777778,77.57038216666666,843.6269,0.19167,2,2021,-64.085
13.021171075000003,77.57038220277776,843.627,0.20000,2,2021,-64.741
13.021171047222223,77.57038211388887,843.6299,0.20833,2,2021,-63.802
13.021171036111113,77.57038215833333,843.6241,0.21667,2,2021,-64.452
13.02117106666667,77.57038216944444,843.6247,0.22500,2,2021,-64.699
13.021171061111113,77.57038218888889,843.6191,0.23333,2,2021,-63.939
13.02117106666667,77.57038218333334,843.6173,0.24167,2,2021,-64.573
13.021171041666669,77.57038219444442,843.6224,0.25000,2,2021,-63.536
13.021171041666669,77.5703822138889,843.6153,0.25833,2,2021,-65.135
13.021171025000005,77.57038219166667,843.6232,0.26667,2,2021,-64.195
13.021171022222223,77.57038217777777,843.614,0.27500,2,2021,-64.894
13.021171036111113,77.57038219444442,843.6083,0.28333,2,2021,-64.455
13.021171075000003,77.57038217222222,843.6167,0.29167,2,2021,-65.470
13.02117108888889,77.57038216944444,843.608,0.30000,2,2021,-65.253
13.021171069444446,77.570382225,843.6013,0.30833,2,2021,-64.734
13.02117106388889,77.57038221666664,843.6115,0.31667,2,2021,-65.350
13.021171111111112,77.57038217222222,843.6145,0.32500,2,2021,-64.801
13.021171080555556,77.57038211111109,843.6185,0.33333,2,2021,-65.742
13.02117106666667,77.57038213611109,843.6189,0.34167,2,2021,-65.919
13.021171047222223,77.57038209444444,843.6145,0.35000,2,2021,-65.423
13.02117107777778,77.57038212500001,843.6186,0.35833,2,2021,-65.462
13.021171097222224,77.57038216944444,843.6385,0.36667,2,2021,-65.874
13.021171111111112,77.57038218055555,843.6482,0.37500,2,2021,-65.628
13.021171086111114,77.57038217222222,843.6371,0.38333,2,2021,-65.307
13.02117108888889,77.57038210833333,843.6373,0.39167,2,2021,-65.560
13.021171072222222,77.57038213611109,843.6325,0.40000,2,2021,-66.184
13.02117103888889,77.57038217222222,843.6308,0.40833,2,2021,-66.312
13.021171055555556,77.57038217777777,843.6344,0.41667,2,2021,-66.233
13.02117106666667,77.57038219999998,843.632,0.42500,2,2021,-67.028
13.021171075000003,77.57038220555553,843.6304,0.43333,2,2021,-67.350
13.021171044444445,77.57038218333334,843.6245,0.44167,2,2021,-66.056
13.021171052777781,77.57038216388888,843.6267,0.45000,2,2021,-65.859
13.021171052777781,77.57038216111111,843.6371,0.45833,2,2021,-66.322
13.021171030555557,77.57038215277775,843.6371,0.46667,2,2021,-66.230
13.02117102777778,77.57038220277776,843.6468,0.47500,2,2021,-67.204
13.02117103888889,77.57038212222223,843.6446,0.48333,2,2021,-65.009
13.021171052777781,77.57038220277776,843.6401,0.49167,2,2021,-67.248
